Body Type,Sex,How Often Shower,Heating Energy Source,Social Activity,How Long TV PC Daily Hour,Energy efficiency,Transport,Vehicle Type,Vehicle Monthly Distance Km,Frequency of Traveling by Air,Industry_Sector,Diet,Waste Bag Size,Waste Bag Weekly Count,How Many New Clothes Monthly,How Long Internet Daily Hour,Individual_Component,Transport_Component,Industry_Component,Scope3_Component,Unified_Target
overweight,female,twice a day,natural gas,often,7,Sometimes,walk/bicycle,none,46,never,Steel Manufacturing,omnivore,medium,1,36,24,154,0.0,64683.60898531668,319,65156.60898531668
normal,female,more frequently,electricity,often,6,Sometimes,private,petrol,9676,very frequently,Cement Production,pescatarian,small,3,46,17,122,2275.0146285400056,64722.400701292994,362,67481.415329833
normal,male,daily,natural gas,sometimes,1,Yes,private,electric,2798,very frequently,Automotive Industry,pescatarian,medium,1,41,23,112,0.0,64808.56370013151,313,65233.56370013151
normal,female,daily,coal,never,4,Sometimes,public,none,183,very frequently,Steel Manufacturing,vegan,extra large,4,28,23,168,0.0,64683.60898531668,243,65094.60898531668
underweight,male,twice a day,wood,never,7,Sometimes,public,none,1784,frequently,Logistics,pescatarian,medium,1,46,23,164,0.0,64706.229153879875,338,65208.229153879875
obese,male,more frequently,wood,never,22,Sometimes,private,electric,6569,very frequently,Cement Production,omnivore,medium,4,24,17,224,0.0,64722.400701292994,297,65243.400701292994
underweight,male,more frequently,wood,often,14,No,public,none,1220,very frequently,Steel Manufacturing,pescatarian,small,1,35,3,168,0.0,64683.60898531668,263,65114.60898531668
underweight,male,more frequently,electricity,never,7,Sometimes,walk/bicycle,none,7,rarely,Steel Manufacturing,vegan,extra large,5,22,3,114,0.0,64683.60898531668,208,65005.60898531668
underweight,female,twice a day,wood,sometimes,14,Yes,private,diesel,6645,never,Cement Production,vegetarian,small,7,3,2,178,1578.5102571428572,64722.400701292994,172,66650.91095843585
obese,female,more frequently,electricity,never,5,Sometimes,private,hybrid,9041,frequently,Cement Production,pescatarian,extra large,6,42,7,150,1356.15,64722.400701292994,377,66605.55070129299
normal,male,twice a day,wood,often,9,No,public,none,850,rarely,Logistics,vegetarian,extra large,4,21,13,178,0.0,64706.229153879875,228,65112.229153879875
underweight,female,daily,coal,never,5,Sometimes,public,none,362,very frequently,Logistics,omnivore,medium,6,45,21,160,0.0,64706.229153879875,436,65302.229153879875
overweight,female,less frequently,electricity,sometimes,19,Yes,private,diesel,6486,frequently,Steel Manufacturing,vegetarian,large,6,3,24,138,1540.740034285714,64683.60898531668,179,66541.34901960239
underweight,female,twice a day,natural gas,sometimes,24,No,public,none,952,rarely,Steel Manufacturing,vegetarian,small,1,3,19,168,0.0,64683.60898531668,99,64950.60898531668
underweight,female,more frequently,wood,never,7,Sometimes,public,none,1324,very frequently,Cement Production,vegetarian,large,4,44,11,154,0.0,64722.400701292994,341,65217.400701292994
normal,male,daily,coal,sometimes,16,Yes,private,hybrid,2206,very frequently,Steel Manufacturing,vegan,large,7,39,18,192,330.9,64683.60898531668,338,65544.50898531667
obese,male,daily,wood,often,16,Sometimes,walk/bicycle,none,71,very frequently,Steel Manufacturing,omnivore,extra large,3,48,22,202,0.0,64683.60898531668,407,65292.60898531668
obese,male,less frequently,electricity,often,2,Sometimes,public,none,1192,rarely,Cement Production,pescatarian,extra large,2,2,15,124,0.0,64722.400701292994,125,64971.400701292994
underweight,female,twice a day,coal,often,8,Yes,public,none,1752,never,Steel Manufacturing,vegan,large,5,43,19,186,0.0,64683.60898531668,329,65198.60898531668
overweight,female,twice a day,coal,never,8,Sometimes,private,hybrid,3597,very frequently,Steel Manufacturing,pescatarian,medium,3,33,1,206,539.55,64683.60898531668,281,65710.15898531668
overweight,female,daily,natural gas,sometimes,0,Sometimes,walk/bicycle,none,81,very frequently,Automotive Industry,vegetarian,large,7,37,17,120,0.0,64808.56370013151,357,65285.56370013151
normal,female,less frequently,coal,often,21,Yes,private,hybrid,1018,never,Logistics,vegan,small,1,44,23,192,152.7,64706.229153879875,278,65328.92915387987
normal,male,twice a day,coal,never,13,Sometimes,public,none,261,never,Cement Production,vegetarian,small,7,7,10,206,0.0,64722.400701292994,200,65128.400701292994
underweight,male,twice a day,natural gas,never,20,No,walk/bicycle,none,94,rarely,Automotive Industry,vegetarian,large,5,35,18,160,0.0,64808.56370013151,318,65286.56370013151
obese,female,twice a day,coal,sometimes,4,No,walk/bicycle,none,39,rarely,Logistics,vegan,medium,7,29,1,218,0.0,64706.229153879875,271,65195.229153879875
normal,female,twice a day,coal,sometimes,16,Yes,private,electric,3483,never,Logistics,vegan,extra large,4,7,7,212,0.0,64706.229153879875,122,65040.229153879875
underweight,male,less frequently,electricity,often,4,Sometimes,public,none,1099,rarely,Logistics,omnivore,small,6,32,21,88,0.0,64706.229153879875,371,65165.229153879875
obese,male,twice a day,coal,sometimes,22,No,private,petrol,8784,rarely,Automotive Industry,pescatarian,large,1,22,7,254,2065.2881869672806,64808.56370013151,202,67329.85188709879
underweight,male,twice a day,wood,sometimes,6,No,private,lpg,581,rarely,Automotive Industry,omnivore,small,4,38,10,162,159.8283891891892,64808.56370013151,360,65490.3920893207
normal,male,more frequently,natural gas,sometimes,17,Yes,walk/bicycle,none,65,frequently,Logistics,vegetarian,small,6,41,16,154,0.0,64706.229153879875,361,65221.229153879875
underweight,male,more frequently,wood,sometimes,9,Yes,walk/bicycle,none,41,frequently,Steel Manufacturing,vegetarian,medium,7,33,20,158,0.0,64683.60898531668,340,65181.60898531668
overweight,male,less frequently,electricity,often,9,Yes,walk/bicycle,none,65,very frequently,Steel Manufacturing,omnivore,extra large,4,7,23,118,0.0,64683.60898531668,218,65019.60898531668
obese,male,more frequently,wood,often,22,Yes,public,none,388,never,Automotive Industry,vegetarian,large,6,48,19,224,0.0,64808.56370013151,399,65431.56370013151
obese,male,more frequently,wood,sometimes,13,Yes,public,none,10,never,Automotive Industry,omnivore,extra large,4,27,19,206,0.0,64808.56370013151,314,65328.56370013151
normal,female,daily,electricity,sometimes,22,No,private,petrol,1612,frequently,Automotive Industry,omnivore,medium,2,33,9,144,379.012358537256,64808.56370013151,304,65635.57605866877
obese,male,twice a day,wood,often,21,Sometimes,walk/bicycle,none,49,rarely,Logistics,vegan,large,7,38,17,232,0.0,64706.229153879875,332,65270.229153879875
underweight,female,more frequently,coal,often,6,Sometimes,public,none,1147,rarely,Steel Manufacturing,vegan,large,3,22,19,172,0.0,64683.60898531668,194,65049.60898531668
obese,male,twice a day,electricity,never,23,No,private,hybrid,1953,frequently,Automotive Industry,pescatarian,large,2,47,7,196,292.95,64808.56370013151,342,65639.5137001315
underweight,male,daily,coal,often,3,No,private,petrol,1756,rarely,Automotive Industry,vegan,small,3,49,8,156,412.86954193016226,64808.56370013151,318,65695.43324206167
underweight,male,more frequently,natural gas,never,14,No,walk/bicycle,none,50,very frequently,Cement Production,vegan,medium,7,25,12,138,0.0,64722.400701292994,262,65122.400701292994
normal,female,twice a day,electricity,often,8,Yes,public,none,1594,very frequently,Logistics,vegan,large,1,40,13,136,0.0,64706.229153879875,248,65090.229153879875
obese,female,twice a day,coal,never,19,Yes,public,none,1628,rarely,Cement Production,omnivore,extra large,6,39,13,248,0.0,64722.400701292994,398,65368.400701292994
underweight,female,more frequently,natural gas,often,12,Sometimes,private,petrol,6096,very frequently,Steel Manufacturing,vegan,small,7,49,0,134,1433.2874302996975,64683.60898531668,370,66620.89641561637
normal,male,twice a day,coal,never,13,Sometimes,walk/bicycle,none,61,rarely,Cement Production,pescatarian,small,7,1,11,206,0.0,64722.400701292994,191,65119.400701292994
underweight,female,less frequently,natural gas,never,20,Yes,walk/bicycle,none,96,never,Cement Production,vegetarian,small,1,15,0,130,0.0,64722.400701292994,140,64992.400701292994
obese,female,less frequently,natural gas,never,17,Sometimes,public,none,1646,frequently,Cement Production,vegetarian,extra large,3,4,2,164,0.0,64722.400701292994,117,65003.400701292994
overweight,male,daily,natural gas,sometimes,19,Yes,walk/bicycle,none,68,never,Logistics,pescatarian,extra large,4,7,12,158,0.0,64706.229153879875,177,65041.229153879875
overweight,female,daily,natural gas,often,0,Sometimes,walk/bicycle,none,30,frequently,Steel Manufacturing,vegetarian,medium,4,13,18,120,0.0,64683.60898531668,193,64996.60898531668
underweight,female,more frequently,coal,never,9,Sometimes,private,electric,18,frequently,Cement Production,vegetarian,small,5,16,0,178,0.0,64722.400701292994,205,65105.400701292994
underweight,female,more frequently,natural gas,often,7,Yes,walk/bicycle,none,27,frequently,Logistics,omnivore,large,6,32,5,124,0.0,64706.229153879875,355,65185.229153879875
obese,female,more frequently,natural gas,never,17,Yes,walk/bicycle,none,21,never,Steel Manufacturing,vegan,small,7,29,24,184,0.0,64683.60898531668,294,65161.60898531668
obese,female,less frequently,electricity,sometimes,13,Yes,walk/bicycle,none,44,very frequently,Automotive Industry,omnivore,extra large,6,19,16,146,0.0,64808.56370013151,301,65255.56370013151
obese,female,more frequently,wood,often,18,Sometimes,public,none,1131,very frequently,Cement Production,pescatarian,extra large,4,21,1,216,0.0,64722.400701292994,236,65174.400701292994
overweight,female,daily,wood,often,20,No,walk/bicycle,none,1,rarely,Steel Manufacturing,omnivore,large,6,16,3,190,0.0,64683.60898531668,273,65146.60898531668
obese,male,less frequently,wood,often,2,No,public,none,1938,never,Cement Production,vegetarian,medium,3,1,4,164,0.0,64722.400701292994,104,64990.400701292994
obese,female,more frequently,wood,never,10,No,private,electric,5080,never,Automotive Industry,vegetarian,extra large,3,47,11,200,0.0,64808.56370013151,341,65349.56370013151
normal,male,daily,coal,never,17,Yes,public,none,719,very frequently,Steel Manufacturing,pescatarian,large,4,31,4,194,0.0,64683.60898531668,289,65166.60898531668
obese,female,twice a day,coal,never,6,No,private,diesel,4564,frequently,Logistics,vegetarian,extra large,2,6,4,222,1084.17168,64706.229153879875,114,66126.40083387987
normal,male,less frequently,electricity,often,11,Yes,private,electric,2315,never,Steel Manufacturing,omnivore,extra large,3,49,16,112,0.0,64683.60898531668,406,65201.60898531668
underweight,male,daily,wood,never,9,Yes,walk/bicycle,none,39,never,Logistics,pescatarian,extra large,6,6,22,148,0.0,64706.229153879875,212,65066.229153879875
obese,male,twice a day,wood,never,18,Sometimes,walk/bicycle,none,27,never,Steel Manufacturing,pescatarian,small,3,3,21,226,0.0,64683.60898531668,151,65060.60898531668
obese,male,more frequently,wood,never,5,Yes,private,electric,8892,rarely,Logistics,vegan,small,7,0,16,190,0.0,64706.229153879875,141,65037.229153879875
overweight,female,daily,coal,sometimes,18,Sometimes,walk/bicycle,none,27,very frequently,Automotive Industry,vegan,large,6,11,12,206,0.0,64808.56370013151,177,65191.56370013151
normal,female,less frequently,wood,often,3,Sometimes,public,none,1402,rarely,Automotive Industry,vegan,large,5,27,20,136,0.0,64808.56370013151,250,65194.56370013151
normal,female,daily,wood,often,3,Yes,public,none,102,frequently,Automotive Industry,pescatarian,large,4,49,2,146,0.0,64808.56370013151,377,65331.56370013151
underweight,male,more frequently,natural gas,sometimes,8,Sometimes,walk/bicycle,none,59,very frequently,Steel Manufacturing,vegan,extra large,2,39,6,126,0.0,64683.60898531668,251,65060.60898531668
normal,female,daily,wood,often,0,Sometimes,walk/bicycle,none,75,rarely,Automotive Industry,vegetarian,large,1,7,24,140,0.0,64808.56370013151,124,65072.56370013151
underweight,male,more frequently,electricity,often,16,Sometimes,walk/bicycle,none,51,rarely,Cement Production,pescatarian,large,7,40,7,132,0.0,64722.400701292994,382,65236.400701292994
normal,male,daily,coal,sometimes,1,No,walk/bicycle,none,43,rarely,Automotive Industry,omnivore,small,7,15,17,162,0.0,64808.56370013151,297,65267.56370013151
normal,male,twice a day,natural gas,sometimes,3,Yes,walk/bicycle,none,99,never,Logistics,pescatarian,extra large,1,13,6,136,0.0,64706.229153879875,156,64998.229153879875
overweight,female,daily,natural gas,never,15,No,walk/bicycle,none,37,never,Logistics,pescatarian,medium,3,50,20,150,0.0,64706.229153879875,385,65241.229153879875
underweight,female,less frequently,natural gas,sometimes,0,Sometimes,private,electric,6798,never,Logistics,vegetarian,small,2,12,8,90,0.0,64706.229153879875,148,64944.229153879875
underweight,male,less frequently,wood,often,9,No,public,none,1010,very frequently,Steel Manufacturing,vegan,extra large,6,12,6,138,0.0,64683.60898531668,176,64997.60898531668
normal,male,twice a day,natural gas,never,20,No,public,none,768,frequently,Cement Production,vegan,large,6,19,17,170,0.0,64722.400701292994,222,65114.400701292994
normal,female,twice a day,wood,often,16,Yes,private,electric,6787,rarely,Automotive Industry,vegan,small,3,4,17,192,0.0,64808.56370013151,102,65102.56370013151
overweight,male,more frequently,natural gas,sometimes,3,Sometimes,private,diesel,9767,never,Cement Production,vegan,medium,5,42,24,136,2320.136897142857,64722.400701292994,329,67507.53759843585
overweight,male,twice a day,electricity,sometimes,10,Sometimes,private,lpg,9106,very frequently,Cement Production,vegan,small,1,33,4,150,2504.9867675675678,64722.400701292994,204,67581.38746886056
normal,male,more frequently,wood,often,5,Sometimes,private,hybrid,8260,very frequently,Logistics,vegetarian,medium,5,41,9,160,1239.0,64706.229153879875,339,66444.22915387987
underweight,male,twice a day,electricity,never,15,No,public,none,1428,never,Logistics,vegetarian,small,7,45,10,140,0.0,64706.229153879875,390,65236.229153879875
obese,female,less frequently,wood,often,6,No,walk/bicycle,none,85,frequently,Logistics,pescatarian,small,6,50,13,172,0.0,64706.229153879875,423,65301.229153879875
normal,female,twice a day,electricity,never,21,Sometimes,private,diesel,8042,never,Steel Manufacturing,vegetarian,large,1,7,14,162,1910.3656114285714,64683.60898531668,114,66869.97459674525
underweight,female,daily,coal,never,11,No,private,hybrid,3976,rarely,Cement Production,pescatarian,medium,3,33,23,172,596.4,64722.400701292994,303,65793.80070129299
obese,male,twice a day,electricity,sometimes,14,Yes,walk/bicycle,none,39,very frequently,Cement Production,omnivore,medium,2,20,17,178,0.0,64722.400701292994,247,65147.400701292994
overweight,female,less frequently,electricity,often,24,No,public,none,156,frequently,Steel Manufacturing,vegetarian,large,2,1,22,148,0.0,64683.60898531668,107,64938.60898531668
normal,male,less frequently,natural gas,never,1,Sometimes,private,hybrid,2332,very frequently,Steel Manufacturing,pescatarian,small,7,18,10,102,349.8,64683.60898531668,275,65410.40898531668
overweight,male,more frequently,natural gas,never,6,No,public,none,1516,never,Steel Manufacturing,pescatarian,extra large,3,2,12,142,0.0,64683.60898531668,137,64962.60898531668
underweight,female,twice a day,natural gas,often,11,Yes,private,diesel,5017,very frequently,Cement Production,pescatarian,small,7,47,6,142,1191.7811828571428,64722.400701292994,416,66472.18188415014
normal,male,daily,coal,never,13,Sometimes,walk/bicycle,none,39,frequently,Cement Production,vegan,small,7,15,9,186,0.0,64722.400701292994,209,65117.400701292994
normal,female,more frequently,electricity,never,4,Sometimes,walk/bicycle,none,0,frequently,Logistics,pescatarian,large,3,49,24,118,0.0,64706.229153879875,384,65208.229153879875
normal,female,daily,coal,often,14,Sometimes,public,none,1463,very frequently,Logistics,pescatarian,large,4,1,4,188,0.0,64706.229153879875,139,65033.229153879875
underweight,female,more frequently,wood,never,24,Sometimes,private,lpg,7995,frequently,Cement Production,vegetarian,large,4,37,20,188,2199.3596756756756,64722.400701292994,315,67424.76037696867
underweight,female,more frequently,wood,often,11,Sometimes,private,diesel,4860,rarely,Logistics,pescatarian,extra large,2,6,12,162,1154.486057142857,64706.229153879875,142,66164.71521102273
